turn_id,program,speaker,is_moderator,timestamp,timestamp_seconds,text,text_clean,word_count
144,MCMPA,Speaker 6,False,16:30,990,"Julia? A description of the way I've experienced courses would be engaging, invested, sometimes almost like a performance, but in a good way. Okay. All","Julia? A description of the way I've experienced courses would be engaging, invested, sometimes almost like a performance, but in a good way. Okay. All",25
145,MCMPA,Moderator,True,16:46,1006,"right. Great. Catching up, [NAME]. All right. Great. So [NAME], let's hear from you in kind of a word or phrase? Words or phrase?","right. Great. Catching up, . All right. Great. So , let's hear from you in kind of a word or phrase? Words or phrase?",24
146,MCMPA,Speaker 8,False,16:58,1018,"I mean, I think the professors are quite engaging as well. I think that oftentimes there's one or two people who take up student-wise the entirety of the class. In like 75 plus percent of my classes I've taken.","I mean, I think the professors are quite engaging as well. I think that oftentimes there's one or two people who take up student-wise the entirety of the class. In like 75 plus percent of my classes I've taken.",39
147,MCMPA,Moderator,True,17:17,1037,"Would it be fair to say dominant voices, overly dominant voices or something like that?","Would it be fair to say dominant voices, overly dominant voices or something like that?",15
148,MCMPA,Speaker 8,False,17:23,1043,For sure.,For sure.,2
149,MCMPA,Moderator,True,17:24,1044,Okay. Great. Thank you. But what was the first thing you said though?,Okay. Great. Thank you. But what was the first thing you said though?,13
150,MCMPA,Speaker 8,False,17:29,1049,I was just reiterating the engaging piece.,I was just reiterating the engaging piece.,7
151,MCMPA,Speaker 6,False,17:31,1051,"Okay. The professors dominant or the students? Students. Specific students, yeah.","Okay. The professors dominant or the students? Students. Specific students, yeah.",11
152,MCMPA,Speaker 7,False,17:36,1056,"Okay. I would say they're different from each other, both in terms of the type of engagement, sometimes also the quality.","Okay. I would say they're different from each other, both in terms of the type of engagement, sometimes also the quality.",21
153,MCMPA,Moderator,True,18:04,1084,So not uniform.,So not uniform.,3
154,MCMPA,Speaker 7,False,18:06,1086,"Yeah, not uniform. Not uniform.","Yeah, not uniform. Not uniform.",5
155,MCMPA,Moderator,True,18:08,1088,"So actually this question kind of is like, no, there's not one.","So actually this question kind of is like, no, there's not one.",12
156,MCMPA,Speaker 7,False,18:11,1091,"Yeah, and there is a very positive aspect of that, but there is also some negative aspects of that.","Yeah, and there is a very positive aspect of that, but there is also some negative aspects of that.",19
157,MCMPA,Moderator,True,18:17,1097,Great. We're going to hope to draw some of that out today. Varying engagement quality. Great. Okay. See you.,Great. We're going to hope to draw some of that out today. Varying engagement quality. Great. Okay. See you.,19
158,MCMPA,Speaker 4,False,18:25,1105,Okay. So I may have a bias because I took very quant-heavy subjects in the first term. So for me it was overwhelming but very engaging as well. So and this semester seems lighter because I'm not taking quant-heavy subjects. It's a biased answer because of the subjects.,Okay. So I may have a bias because I took very quant-heavy subjects in the first term. So for me it was overwhelming but very engaging as well. So and this semester seems lighter because I'm not taking quant-heavy subjects. It's a biased answer because of the subjects.,48
159,MCMPA,Moderator,True,18:48,1128,"Yes, that's totally fine. We're kind of just pulling out the big ideas first. Can I just tease out, would you say overwhelming in workload or in kind of the academic level or both? Or like tell me more, one more couple words about overwhelming.","Yes, that's totally fine. We're kind of just pulling out the big ideas first. Can I just tease out, would you say overwhelming in workload or in kind of the academic level or both? Or like tell me more, one more couple words about overwhelming.",45
160,MCMPA,Speaker 4,False,19:11,1151,"I just felt the scope and the quality and the rigor is required for quant subjects. Hence, the time period of four months may not be sufficient because of the vastness of the scope. And especially because it's about practice in quant subjects, so that's something that kind of took away practical experience away from me. Also, I felt that the time given for quant between the final exams and when we finish off with our classes, that should be a little bit more for quant because that gives you time for prepping while you are also submitting and doing other"",""things, finishing off with the other things, which are non-quant heavy.","I just felt the scope and the quality and the rigor is required for quant subjects. Hence, the time period of four months may not be sufficient because of the vastness of the scope. And especially because it's about practice in quant subjects, so that's something that kind of took away practical experience away from me. Also, I felt that the time given for quant between the final exams and when we finish off with our classes, that should be a little bit more for quant because that gives you time for prepping while you are also submitting and doing other"",""things, finishing off with the other things, which are non-quant heavy.",111
161,MCMPA,Moderator,True,20:11,1211,"Okay, thank you. Great perspective. Hi, how are you? We'll catch you up. So [NAME],","Okay, thank you. Great perspective. Hi, how are you? We'll catch you up. So ,",15
162,MCMPA,Speaker 5,False,20:22,1222,"I would say generally very supportive. Pedagogy is truly unlike anything like other classes that I've been in in the past in my previous institutions and so it's kind of exploratory, experiential, there seems to be a lot of focus on that. And then I think varying degrees of accessibility depending on. Okay.","I would say generally very supportive. Pedagogy is truly unlike anything like other classes that I've been in in the past in my previous institutions and so it's kind of exploratory, experiential, there seems to be a lot of focus on that. And then I think varying degrees of accessibility depending on. Okay.",53
163,MCMPA,Moderator,True,20:45,1245,"That is great. Emma? I'm [NAME]. This is [NAME]. We're hoping to just have you speak a word or a short phrase that sort of comes to mind when you think across all of your experience so far in HKS classrooms. Democracy. Great. Thank you. Okay, so now we're going to move on and we're going to go into something to try to sort of compare to some of your past experiences, which [NAME], I think you sort of were alluding to some things feeling very different than past ones. So everyone has prior experience in college and perhaps graduate classrooms before HKS, so take a moment to think about how classroom professionalism at HKS compares with what you've experienced elsewhere and how those environments affect your learning, whether you're thinking of the ones here or the ones elsewhere. It's okay to describe specific moments or courses without using people's names. And feel free to interpret professionalism, you know, so it's not that there's a strict definition to it. So what are one or two ways professionalism of HKS classes feels different than your prior experience? And who would like to jump in and start?","That is great. Emma? I'm . This is . We're hoping to just have you speak a word or a short phrase that sort of comes to mind when you think across all of your experience so far in HKS classrooms. Democracy. Great. Thank you. Okay, so now we're going to move on and we're going to go into something to try to sort of compare to some of your past experiences, which , I think you sort of were alluding to some things feeling very different than past ones. So everyone has prior experience in college and perhaps graduate classrooms before HKS, so take a moment to think about how classroom professionalism at HKS compares with what you've experienced elsewhere and how those environments affect your learning, whether you're thinking of the ones here or the ones elsewhere. It's okay to describe specific moments or courses without using people's names. And feel free to interpret professionalism, you know, so it's not that there's a strict definition to it. So what are one or two ways professionalism of HKS classes feels different than your prior experience? And who would like to jump in and start?",195
164,MCMPA,Speaker 4,False,22:01,1321,"I think so the way of teaching is very different from what we have in [NAME]. So it's kind of more liberal and as you said democratic in terms of how the class is conducted. And I think the openness of thoughts is welcomed. what kind of encourages one person, one to kind of come out of his or her shell to expand the learning and the perspectives. So I think that I really appreciate that part of it. And it's not only just for me, because I also have my son with me here and he goes to [NAME] school. So I can see that actually starts at a very low level, I mean, in school and that kind of perculates upwards, not perculates downwards, but upwards. So I think I am appreciative of that system.","I think so the way of teaching is very different from what we have in . So it's kind of more liberal and as you said democratic in terms of how the class is conducted. And I think the openness of thoughts is welcomed. what kind of encourages one person, one to kind of come out of his or her shell to expand the learning and the perspectives. So I think that I really appreciate that part of it. And it's not only just for me, because I also have my son with me here and he goes to school. So I can see that actually starts at a very low level, I mean, in school and that kind of perculates upwards, not perculates downwards, but upwards. So I think I am appreciative of that system.",136
165,MCMPA,Moderator,True,23:02,1382,"Do you want to elaborate? You had started talking about it's different than anything else in experience, so sort of tease that out for us a little bit.","Do you want to elaborate? You had started talking about it's different than anything else in experience, so sort of tease that out for us a little bit.",28
166,MCMPA,Speaker 5,False,23:10,1390,"Yeah, 100%. I love it. I'm somebody who learns better when I'm going through and experiencing things as opposed to just being lectured at or just being taught at. And so I find, with a few exceptions, most of the courses that I was in last semester has some kind of incorporation of activity or, like, tactile or whatever. So I can name off [NAME], [NAME], and also [NAME] O'[NAME], amazing, amazing professors, who, and especially [NAME], who really tried, and [NAME], actually, all of them are great. But they really, I think, took the pedagogy of what it means to learn and reflected on it. And you can see it in the way that they teach their classes. And it really is why it's engaging. It's why I feel like I'm genuinely learning something every class. Yeah. And I'd say there are a few profs who still do the old school lecture at you and whatever. But I think that's just the nature of them.","Yeah, 100%. I love it. I'm somebody who learns better when I'm going through and experiencing things as opposed to just being lectured at or just being taught at. And so I find, with a few exceptions, most of the courses that I was in last semester has some kind of incorporation of activity or, like, tactile or whatever. So I can name off , , and also O', amazing, amazing professors, who, and especially , who really tried, and , actually, all of them are great. But they really, I think, took the pedagogy of what it means to learn and reflected on it. And you can see it in the way that they teach their classes. And it really is why it's engaging. It's why I feel like I'm genuinely learning something every class. Yeah. And I'd say there are a few profs who still do the old school lecture at you and whatever. But I think that's just the nature of them.",165
167,MCMPA,Moderator,True,24:07:00,86820,Does anyone else have a comparison to offer that hasn't spoken yet with some prior experiences in the classrooms elsewhere?,Does anyone else have a comparison to offer that hasn't spoken yet with some prior experiences in the classrooms elsewhere?,20
168,MCMPA,Speaker 6,False,24:15:00,87300,"Yeah. So when I was referring to performative and I said in a good way, what I mean is that people aren't standing behind their knowledge or behind a PowerPoint or what you know and so it's a point I 100% agree and like any other I've been countless institutions and I've been saying this and starting here that there's the highest level of professionalism that I've seen in that in that way I feel like the people that I've been learning from are involved in the experience and they're invested in they're almost learning as they go also or they're so they're experts in their given fields but yet it's not presented in a way where they're standing on high or you know so I and I think the knowledge is kind of it's permeating the classroom rather than it being something that's you know said and sitting in the air and people aren't quite clear about what it is that they're learning and then they move on so I 100% agree I think it's been excellent. So I think MCFPAs have a very special","Yeah. So when I was referring to performative and I said in a good way, what I mean is that people aren't standing behind their knowledge or behind a PowerPoint or what you know and so it's a point I 100% agree and like any other I've been countless institutions and I've been saying this and starting here that there's the highest level of professionalism that I've seen in that in that way I feel like the people that I've been learning from are involved in the experience and they're invested in they're almost learning as they go also or they're so they're experts in their given fields but yet it's not presented in a way where they're standing on high or you know so I and I think the knowledge is kind of it's permeating the classroom rather than it being something that's you know said and sitting in the air and people aren't quite clear about what it is that they're learning and then they move on so I 100% agree I think it's been excellent. So I think MCFPAs have a very special",186
169,MCMPA,Moderator,True,25:09:00,90540,kind of lens on this because you take such a wide variety of classes so has anyone does anyone have some sort of opposite experiences from classes that they've been in that they would share um,kind of lens on this because you take such a wide variety of classes so has anyone does anyone have some sort of opposite experiences from classes that they've been in that they would share um,36
170,MCMPA,Speaker 7,False,25:24:00,91440,"i i generally agree and and and share your perspective in that sense but i also feel that sometimes um i'm trying to to find like a more like that sometimes uh class discussions are like simulacra of discussion rather than actual discussion. Sometimes it's because there are, and maybe also it's a cultural thing, maybe not maybe, I think it's a cultural thing, setting too many rules to the extent for discussion, to the extent that it's clear what you're not allowed to say and what you're allowed to say. or I just found myself sometimes in the class subjects are so interesting, but I mean, probably, you know, there are a lot of, you know, reasons for that, and I don't put the blame, all the blame on the professors or the institution or the students. It's like a mix. But sometimes we like, there is a super interesting subject, But no one says anything, you know, substantial. And for me also, as an MCMP, and I know what kind of students I share the class with, with amazing experiences, I always found myself throughout this year having the most interesting discussions outside class, rather in class.","i i generally agree and and and share your perspective in that sense but i also feel that sometimes um i'm trying to to find like a more like that sometimes uh class discussions are like simulacra of discussion rather than actual discussion. Sometimes it's because there are, and maybe also it's a cultural thing, maybe not maybe, I think it's a cultural thing, setting too many rules to the extent for discussion, to the extent that it's clear what you're not allowed to say and what you're allowed to say. or I just found myself sometimes in the class subjects are so interesting, but I mean, probably, you know, there are a lot of, you know, reasons for that, and I don't put the blame, all the blame on the professors or the institution or the students. It's like a mix. But sometimes we like, there is a super interesting subject, But no one says anything, you know, substantial. And for me also, as an MCMP, and I know what kind of students I share the class with, with amazing experiences, I always found myself throughout this year having the most interesting discussions outside class, rather in class.",199
171,MCMPA,Speaker 8,False,26:50:00,96600,"And to that point, yeah. Or sorry, were you done?","And to that point, yeah. Or sorry, were you done?",10
172,MCMPA,Speaker 3,False,26:52:00,96720,"No, no.","No, no.",2
173,MCMPA,Speaker 8,False,26:54:00,96840,"Like tons of experience. And I don't know if nobody knows anybody's experience or like never, like certainly, I mean, I don't think I've, maybe I have one class where they asked everyone's background or something like that. But I mean, there's people in the room with 20, 30 years experience. I mean, of course, I appreciate the professors that worked with 11 different presidents and walking through their examples are awesome. That's amazing. But like, we're on a subject, somebody's raising their hand. Again, it's kind of like the same person who raises their hand every single class. And they're talking about their little specific niche. When we read 150 pages on this totally different topic, and we're not talking about that topic or engaging with people who actually have experience in that topic. It's just the same people over and over again regurgitating the same things.","Like tons of experience. And I don't know if nobody knows anybody's experience or like never, like certainly, I mean, I don't think I've, maybe I have one class where they asked everyone's background or something like that. But I mean, there's people in the room with 20, 30 years experience. I mean, of course, I appreciate the professors that worked with 11 different presidents and walking through their examples are awesome. That's amazing. But like, we're on a subject, somebody's raising their hand. Again, it's kind of like the same person who raises their hand every single class. And they're talking about their little specific niche. When we read 150 pages on this totally different topic, and we're not talking about that topic or engaging with people who actually have experience in that topic. It's just the same people over and over again regurgitating the same things.",148
174,MCMPA,Moderator,True,27:38:00,99480,"If you could compare it to other classroom experiences, does it feel like that's substantially different here? That, you know, like, is there a comparative to something that you have? Or it's sort of that you're speaking at the end moment, which is great.","If you could compare it to other classroom experiences, does it feel like that's substantially different here? That, you know, like, is there a comparative to something that you have? Or it's sort of that you're speaking at the end moment, which is great.",44
175,MCMPA,Speaker 3,False,27:55:00,100500,Yeah.,Yeah.,1
176,MCMPA,Moderator,True,27:56:00,100560,"Because these are comments that are really important. Have you seen, like elsewhere, where you're like, well, in my undergrad or in my other classes, people manage that discussion better?","Because these are comments that are really important. Have you seen, like elsewhere, where you're like, well, in my undergrad or in my other classes, people manage that discussion better?",30
177,MCMPA,Speaker 8,False,28:10:00,101400,"Well, yeah, I mean, yeah. But I don't think the professors are necessarily trying to shut down a student from speaking either. So allowing it to continue to go kind of takes away from it. I don't know. I guess the biggest thing is if we're reading 150 pages on a subject, I'd at least like to address the subject in that classroom. And there have been some professors I've taken that we don't even touch on the subject because we kind of go down these different pathways, I think, kind of to your point, [NAME].","Well, yeah, I mean, yeah. But I don't think the professors are necessarily trying to shut down a student from speaking either. So allowing it to continue to go kind of takes away from it. I don't know. I guess the biggest thing is if we're reading 150 pages on a subject, I'd at least like to address the subject in that classroom. And there have been some professors I've taken that we don't even touch on the subject because we kind of go down these different pathways, I think, kind of to your point, .",96
178,MCMPA,Moderator,True,28:38:00,103080,"And, [NAME], can I ask a follow-up question, which is that I think you hinted that there are sort of like, you know, there's a lot of discussions around the thing but not getting at the thing. There are a lot of, perhaps I think you used the word some rules. Do you use the word rules?","And, , can I ask a follow-up question, which is that I think you hinted that there are sort of like, you know, there's a lot of discussions around the thing but not getting at the thing. There are a lot of, perhaps I think you used the word some rules. Do you use the word rules?",57
179,MCMPA,Speaker 3,False,28:55:00,104100,"Yeah, yeah.","Yeah, yeah.",2
180,MCMPA,Moderator,True,28:56:00,104160,"Do you find that those rules are sort of active and explicit and visible somewhere, or are they more implicit and, you know, it's just the culture? Is it that these rules for discussion are set forth and everybody seems to need to follow them?","Do you find that those rules are sort of active and explicit and visible somewhere, or are they more implicit and, you know, it's just the culture? Is it that these rules for discussion are set forth and everybody seems to need to follow them?",45
181,MCMPA,Speaker 7,False,29:14:00,105240,"I think that the spoken rules always sound super reasonable and illegitimate. But behind those external rules, there are also, how can I say that, implied rules that everyone understands what they are, but no one mentions them.","I think that the spoken rules always sound super reasonable and illegitimate. But behind those external rules, there are also, how can I say that, implied rules that everyone understands what they are, but no one mentions them.",38
182,MCMPA,Speaker 6,False,29:32:00,106320,Okay.,Okay.,1
183,MCMPA,Speaker 7,False,29:34:00,106440,"And I do have to say that I think maybe when the class, that was my experience, when the class is smaller, so it becomes easier. Also, I can bring like another angle. I'm not, you know, [NAME] is not my first language. So for people like me, these kind of environments are more, I don't know if convenient is the right word, but we feel more safe in those kind of environments. Because there is sometimes, I think that there are many, many occasions where people that [NAME] is their first language, it's much more easier for them to control the situation than us. I also take this on me, but I truly, except from, you know, what I just said of, you know, like, that I think that in smaller groups it works better. I don't have a specific suggestion. I didn't ask for that, but, like, I will try to think or listen to others here. But yeah, it's something that bothers me because I know what kind of people we have here and how amazing they are. And like, sometimes I don't just, I don't feel it, you know, in class and for structural reasons.","And I do have to say that I think maybe when the class, that was my experience, when the class is smaller, so it becomes easier. Also, I can bring like another angle. I'm not, you know, is not my first language. So for people like me, these kind of environments are more, I don't know if convenient is the right word, but we feel more safe in those kind of environments. Because there is sometimes, I think that there are many, many occasions where people that is their first language, it's much more easier for them to control the situation than us. I also take this on me, but I truly, except from, you know, what I just said of, you know, like, that I think that in smaller groups it works better. I don't have a specific suggestion. I didn't ask for that, but, like, I will try to think or listen to others here. But yeah, it's something that bothers me because I know what kind of people we have here and how amazing they are. And like, sometimes I don't just, I don't feel it, you know, in class and for structural reasons.",197
184,MCMPA,Moderator,True,31:13:00,112380,Sometimes structural reasons prevent that from being tapped. It sounds like [NAME] is sort of saying something really along those lines as well.,Sometimes structural reasons prevent that from being tapped. It sounds like is sort of saying something really along those lines as well.,22
185,MCMPA,Speaker 5,False,31:20:00,112800,"I actually have a point, and I'd be curious to hear your thoughts, because, like, and this isn't in my personal experience, but based on some friends who I've talked to last semester, the concept of cold calling, it seems to be prevalent in"",""some classes, not as much in others. or the way that you mark participation is by the way that you cold call or respond to cold calls. And I think that's what leads to some people just sort of like, vomiting what it is that they want to say. I personally think cold calling is like an outdated and like a lazy pedagogical tool because I think it only tests the surface of the things that you've actually interacted with. It doesn't allow the full transformational learning to happen. But I am very curious and like your responses either to cold calling or like if there's other things structurally that are causing some of these things or tangents in class. It could be anyone.","I actually have a point, and I'd be curious to hear your thoughts, because, like, and this isn't in my personal experience, but based on some friends who I've talked to last semester, the concept of cold calling, it seems to be prevalent in"",""some classes, not as much in others. or the way that you mark participation is by the way that you cold call or respond to cold calls. And I think that's what leads to some people just sort of like, vomiting what it is that they want to say. I personally think cold calling is like an outdated and like a lazy pedagogical tool because I think it only tests the surface of the things that you've actually interacted with. It doesn't allow the full transformational learning to happen. But I am very curious and like your responses either to cold calling or like if there's other things structurally that are causing some of these things or tangents in class. It could be anyone.",167
186,MCMPA,Moderator,True,32:10:00,115800,"I want to put cold calling into a small parking lot because one of the scenarios we're going to tackle is the right off. I have a lot to say about this, but I already spoke too much. No, we want it. We're really, like, part of the purpose of this having a small group is, and again, no attributions, no quotes, nothing like that. But one of the scenarios we're going to talk about has to do with some cold calling. It's a cold calling scenario, so I think you will have a lot to say about that and discussion perhaps in the classroom. So let me, does anyone else want to share any, you know, comparison about instructional quality classroom practices to any prior experiences that you've had? And then if not, we can kind of go ahead. Okay. I didn't give the 10 second wait time. That was a failure. I talk too much. No, no, no, no, no. No, I don't want anyone to feel that they've talked too much. Because the much worse is no talking. Right? Much worse. And it's awesome that you're sharing these things. So I want to make sure we'll get to all the voices that we want to hear from in the room. All right. So I'm going to start, not cold calling scenario, but this is what I'm going to do. There's a scenario that we have. It's fictional, but it could be based strongly on some realistic kinds of things. We're going to dive a little bit deeper. And you'll read silently for a minute, and then I think we want to hear some comments from you, some of the reactions that you have to the scenario. So if you want to pass three down there, then I'll pass the rest over here. Thanks, please. Okay, great. So take a moment to read, and then we're going to have some table discussion about this. We're going to be guiding questions. Thank you. Okay, so in this scenario, what do you notice happening and who, if anyone, is responsible? Sort of the throwing out first foray here into the reactions to this. Is it familiar to anybody?","I want to put cold calling into a small parking lot because one of the scenarios we're going to tackle is the right off. I have a lot to say about this, but I already spoke too much. No, we want it. We're really, like, part of the purpose of this having a small group is, and again, no attributions, no quotes, nothing like that. But one of the scenarios we're going to talk about has to do with some cold calling. It's a cold calling scenario, so I think you will have a lot to say about that and discussion perhaps in the classroom. So let me, does anyone else want to share any, you know, comparison about instructional quality classroom practices to any prior experiences that you've had? And then if not, we can kind of go ahead. Okay. I didn't give the 10 second wait time. That was a failure. I talk too much. No, no, no, no, no. No, I don't want anyone to feel that they've talked too much. Because the much worse is no talking. Right? Much worse. And it's awesome that you're sharing these things. So I want to make sure we'll get to all the voices that we want to hear from in the room. All right. So I'm going to start, not cold calling scenario, but this is what I'm going to do. There's a scenario that we have. It's fictional, but it could be based strongly on some realistic kinds of things. We're going to dive a little bit deeper. And you'll read silently for a minute, and then I think we want to hear some comments from you, some of the reactions that you have to the scenario. So if you want to pass three down there, then I'll pass the rest over here. Thanks, please. Okay, great. So take a moment to read, and then we're going to have some table discussion about this. We're going to be guiding questions. Thank you. Okay, so in this scenario, what do you notice happening and who, if anyone, is responsible? Sort of the throwing out first foray here into the reactions to this. Is it familiar to anybody?",368
187,MCMPA,Speaker 8,False,35:09:00,126540,"Yeah, this is super typical based on, I mean, I'm surprised they got a response. Like if the assignment was on week two, the fact that they got a grade back by week five is surprising to me.","Yeah, this is super typical based on, I mean, I'm surprised they got a response. Like if the assignment was on week two, the fact that they got a grade back by week five is surprising to me.",38
188,MCMPA,Moderator,True,35:20:00,127200,Okay. And so has your experience been these?,Okay. And so has your experience been these?,8
189,MCMPA,Speaker 8,False,35:23:00,127380,"Yeah, and then we're expected to submit reviews of the professors before we even get our grades back at the end of the semester as well. I mean, again, this is just me, but I think that this is very typical. And I don't want to place the blame solely on students, but the fact is there's not 68 students that are emailing for detailed feedback. I never once emailed for detailed feedback, but I just never got my grades back. and then we're expected to submit these course critiques, and then if we don't submit them, we get punished by waiting an extra month to get our grades. I had two classes last semester that I didn't get a single grade back the entire semester. I got A's in both the classes, but how am I supposed to critique if I get no feedback? So I don't know. This just relates to kind of what I felt last semester.","Yeah, and then we're expected to submit reviews of the professors before we even get our grades back at the end of the semester as well. I mean, again, this is just me, but I think that this is very typical. And I don't want to place the blame solely on students, but the fact is there's not 68 students that are emailing for detailed feedback. I never once emailed for detailed feedback, but I just never got my grades back. and then we're expected to submit these course critiques, and then if we don't submit them, we get punished by waiting an extra month to get our grades. I had two classes last semester that I didn't get a single grade back the entire semester. I got A's in both the classes, but how am I supposed to critique if I get no feedback? So I don't know. This just relates to kind of what I felt last semester.",160
190,MCMPA,Speaker 4,False,36:18:00,130680,"All right. I haven't experienced this. I have experienced the first part of it, but not the latter. But I agree with him because there were many students who have complained about this, and it's typical of a few people, professors.","All right. I haven't experienced this. I have experienced the first part of it, but not the latter. But I agree with him because there were many students who have complained about this, and it's typical of a few people, professors.",41
191,MCMPA,Moderator,True,36:39:00,131940,"Does the term rigor, how does the term rigor fit into this scenario?","Does the term rigor, how does the term rigor fit into this scenario?",13
192,MCMPA,Speaker 6,False,36:43:00,132180,"I've had a very different experience as far as maybe not the timeline, but knowing that the instructor or professor will be reading every assignment and not a TA or somebody else, to me, I feel like I'm willing to wait that period so I get that full feedback. And I think thus far I've gotten very detailed feedback. I don't remember anything being vague. There was one final where I know the professor had a number of classes and so many students, but he wanted to read every one where he read the TA's feedback before his own, And then I think he was kind of, that was anchoring whatever it was that he was thinking, and that way it wasn't as much of a fan. And then when I know that instructors just read my paper or whatever it is that I write, and maybe it takes time. And then I don't look at how I do the feedback based on what it is as far as their feedback or my grade. So that hasn't been an issue for me as far as completing their assessments.","I've had a very different experience as far as maybe not the timeline, but knowing that the instructor or professor will be reading every assignment and not a TA or somebody else, to me, I feel like I'm willing to wait that period so I get that full feedback. And I think thus far I've gotten very detailed feedback. I don't remember anything being vague. There was one final where I know the professor had a number of classes and so many students, but he wanted to read every one where he read the TA's feedback before his own, And then I think he was kind of, that was anchoring whatever it was that he was thinking, and that way it wasn't as much of a fan. And then when I know that instructors just read my paper or whatever it is that I write, and maybe it takes time. And then I don't look at how I do the feedback based on what it is as far as their feedback or my grade. So that hasn't been an issue for me as far as completing their assessments.",188
193,MCMPA,Speaker 4,False,37:38:00,135480,"Sorry, I'm just watching in again. on the TA part, again, I'm sorry, I'm getting other voices from outside this cohort, but then yes, there have been, I mean, we've had discussions amongst ourselves wherein people have spoken about TA's kind of giving remarks which may not qualify, but a few of them are also very good but there's a hindsight to it as well and there the feedback would be more credible to a student if it is actually coming from the professor especially if it's negative feedback so I think that's the acceptability of that feedback coming from a TA becomes less and less important and less beneficial to a student if it's not coming from a professor.","Sorry, I'm just watching in again. on the TA part, again, I'm sorry, I'm getting other voices from outside this cohort, but then yes, there have been, I mean, we've had discussions amongst ourselves wherein people have spoken about TA's kind of giving remarks which may not qualify, but a few of them are also very good but there's a hindsight to it as well and there the feedback would be more credible to a student if it is actually coming from the professor especially if it's negative feedback so I think that's the acceptability of that feedback coming from a TA becomes less and less important and less beneficial to a student if it's not coming from a professor.",120
194,MCMPA,Speaker 6,False,38:34:00,138840,"And the vantage point is different, because the two times that's happened, it was actually something where it wasn't as helpful. It almost seemed like they were looking at it. I don't know. I'm not clear about why that is, but I felt like whatever the professor says, I'm willing to kind of, not that they're coming from on high, but more that they have an understanding of the class, the cohort, my dynamic, and it just felt different.","And the vantage point is different, because the two times that's happened, it was actually something where it wasn't as helpful. It almost seemed like they were looking at it. I don't know. I'm not clear about why that is, but I felt like whatever the professor says, I'm willing to kind of, not that they're coming from on high, but more that they have an understanding of the class, the cohort, my dynamic, and it just felt different.",79
195,MCMPA,Moderator,True,38:55:00,140100,So let me get sort of a read from the table about is this a problem on a professor by professor basis or a problem with how HKS works? That's a good question.,So let me get sort of a read from the table about is this a problem on a professor by professor basis or a problem with how HKS works? That's a good question.,33
196,MCMPA,Speaker 5,False,39:09:00,140940,"How does HKS assess professors? Like, what are the incentives, I think, and what are the performance mechanisms? Because I can see instances where there are amazing professors, but probably there's competing priorities if I want to give, like, a benefit of the doubt. And there are sometimes probably professors who don't give feedback at all. And I don't know what classes you've had, but I've had friends who would tell me similar things. And so I don't know if it's either or, or if they're somehow tied together, you know, in terms of what's actually valued when you are a professor.","How does HKS assess professors? Like, what are the incentives, I think, and what are the performance mechanisms? Because I can see instances where there are amazing professors, but probably there's competing priorities if I want to give, like, a benefit of the doubt. And there are sometimes probably professors who don't give feedback at all. And I don't know what classes you've had, but I've had friends who would tell me similar things. And so I don't know if it's either or, or if they're somehow tied together, you know, in terms of what's actually valued when you are a professor.",102
197,MCMPA,Moderator,True,39:41:00,142860,Anyone else? Give a response to that question that [NAME] was just addressing. But is it a problem with this professor or how HKS works? from your perch where you sit?,Anyone else? Give a response to that question that was just addressing. But is it a problem with this professor or how HKS works? from your perch where you sit?,30
198,MCMPA,Speaker 4,False,39:57:00,143820,"I think just specific. In my case, it's been very specific to a few, not to everyone.","I think just specific. In my case, it's been very specific to a few, not to everyone.",17
199,MCMPA,Speaker 6,False,40:05:00,144300,I've never had anything where a professor responds that they can't offer something I'm asking for thus far.,I've never had anything where a professor responds that they can't offer something I'm asking for thus far.,18
200,MCMPA,Speaker 8,False,40:11:00,144660,"Yeah, my personal experience is that I always get great feedback when I get the feedback. It's just when I don't get the feedback, it's impossible for me to say, like, this is how I feel about the professor's course if I'm not getting feedback at all during the semester. So I think it's probably a mix of the two. It's probably certain professors that aren't, you know, not this exact scenario. And then maybe there's some sort of cultural thing. I'm not sure.","Yeah, my personal experience is that I always get great feedback when I get the feedback. It's just when I don't get the feedback, it's impossible for me to say, like, this is how I feel about the professor's course if I'm not getting feedback at all during the semester. So I think it's probably a mix of the two. It's probably certain professors that aren't, you know, not this exact scenario. And then maybe there's some sort of cultural thing. I'm not sure.",84
201,MCMPA,Moderator,True,40:40:00,146400,"Emma, do you have a contribution?","Emma, do you have a contribution?",6
