turn_id,program,speaker,is_moderator,timestamp,timestamp_seconds,text,text_clean,word_count,umap_x,umap_y,cluster
114,MPP1,Speaker 9,False,1:00:58,3658,"I wanted to decrease the participation scores percentages because like from some [NAME] students, especially from [NAME] students, although they have amazing ideas, they just didn't get used to speaking up a lot. And then, although they do extremely great on other stuff, but their score is lower than mine, I always, like, shamelessly, mindlessly speak, which seems really unfair. And also, like, sometimes the participation score is, for some classes, 40%. And it makes me, like, just push myself, like, perform instead of, like, asking what is important for me. So that seems like, if it's, like, really, like, lower for me, it's beneficial.","I wanted to decrease the participation scores percentages because like from some students, especially from students, although they have amazing ideas, they just didn't get used to speaking up a lot. And then, although they do extremely great on other stuff, but their score is lower than mine, I always, like, shamelessly, mindlessly speak, which seems really unfair. And also, like, sometimes the participation score is, for some classes, 40%. And it makes me, like, just push myself, like, perform instead of, like, asking what is important for me. So that seems like, if it's, like, really, like, lower for me, it's beneficial.",103,20.14948,1.0567597,13
116,MPP1,Speaker 13,False,1:01:52,3712,yes I think it's also teachly from my understanding tracks how many times you participate which is sort of a ridiculous measure of like the quality of your contributions to the classroom so maybe I don't know having some other system but yeah 100% and also on the stat thing I totally agree I came in with a stat background too,yes I think it's also teachly from my understanding tracks how many times you participate which is sort of a ridiculous measure of like the quality of your contributions to the classroom so maybe I don't know having some other system but yeah 100% and also on the stat thing I totally agree I came in with a stat background too,61,20.212284,1.9723475,14
118,MPP1,Speaker 11,False,1:02:22,3742,"Be a global school and not be very [NAME] in the coursework. I've been a part of multiple classrooms where I find myself pretty much questioning why am I here in the name of a global school where I'm being taught a very [NAME] focused case or coursework. [NAME], be more global. [NAME], okay. [NAME] good, thank you. [NAME] hasn't","Be a global school and not be very in the coursework. I've been a part of multiple classrooms where I find myself pretty much questioning why am I here in the name of a global school where I'm being taught a very focused case or coursework. , be more global. , okay. good, thank you. hasn't",56,20.82421,2.971711,6
120,MPP1,Speaker 8,False,1:02:58,3778,I agree with a lot of them. I'll try to offer a new one. I think we need to reduce class sizes. The size of the race and racism classes makes me feel like the program doesn't actually care about race and racism. So why is it required if I'm in a class of 120 people?,I agree with a lot of them. I'll try to offer a new one. I think we need to reduce class sizes. The size of the race and racism classes makes me feel like the program doesn't actually care about race and racism. So why is it required if I'm in a class of 120 people?,56,20.13685,1.8376366,14
122,MPP1,Speaker 8,False,1:03:37,3817,"No, like last semester I was in one of the 70. I think a lot of us were in the same class. And that even, like, I think it's an intersection of class size and a huge participation grade. Uh-huh. Really like the intersection of those two really make it not worthwhile.","No, like last semester I was in one of the 70. I think a lot of us were in the same class. And that even, like, I think it's an intersection of class size and a huge participation grade. Uh-huh. Really like the intersection of those two really make it not worthwhile.",52,20.084013,2.100881,14
124,MPP1,Speaker 12,False,1:03:52,3832,"Okay. And, [NAME]? Yeah. Yeah, I agree with everything. [NAME] a slightly different idea. And I know there's a lot of work being done, but there's so much work to be done on diversity of opinions in classrooms.","Okay. And, ? Yeah. Yeah, I agree with everything. a slightly different idea. And I know there's a lot of work being done, but there's so much work to be done on diversity of opinions in classrooms.",37,19.669607,1.4151082,-1
126,MPP1,Speaker 12,False,1:04:10,3850,Classrooms are not safe in my words. [NAME] from it.,Classrooms are not safe in my words. from it.,9,20.727081,0.6282439,-1
128,MPP1,Speaker 12,False,1:04:14,3854,"I will come out of classrooms and there'll be at least 30 to 40% roughly where people are like, What was being discussed in the classroom was ridiculous. There's no way I could even say that in class. Or give my opinion in class. And these are not even, let's say, I mean, we don't know HKS as a liberal school. These are not even right-wing perspectives. These are like center-left perspectives. Where you just don't feel comfortable. And I think a lot of that expectation setting has to be done explicitly by the professor. The onus is on the professor to set the norms on day one. and to elicit diverse viewpoints. And I've been in a couple of classrooms which you learn really well. But most fail miserably.","I will come out of classrooms and there'll be at least 30 to 40% roughly where people are like, What was being discussed in the classroom was ridiculous. There's no way I could even say that in class. Or give my opinion in class. And these are not even, let's say, I mean, we don't know HKS as a liberal school. These are not even right-wing perspectives. These are like center-left perspectives. Where you just don't feel comfortable. And I think a lot of that expectation setting has to be done explicitly by the professor. The onus is on the professor to set the norms on day one. and to elicit diverse viewpoints. And I've been in a couple of classrooms which you learn really well. But most fail miserably.",130,21.13269,1.7905283,12
130,MPP1,Speaker 13,False,1:05:13,3913,"One thing that we haven't talked about yet, and I don't know if other people experience this, but exclusivity seems to kind of like run through HKS's blood. Like, classes are exclusive. The bid point system makes it so that, like, unless you're a dual degree student, you can't take, like, these celebrity faculty your first year. The courses you have to apply to, I think a lot of it is discouraging for students who just, like, are happy they got in and want to experience as much as they can. Because, like, you can't get into certain courses or in study groups, like, all sorts of things. I think, like, yeah, a lot of that. I mean, I like smaller class sizes, but I think that also there's a balance between how exclusive can you make certain things.","One thing that we haven't talked about yet, and I don't know if other people experience this, but exclusivity seems to kind of like run through HKS's blood. Like, classes are exclusive. The bid point system makes it so that, like, unless you're a dual degree student, you can't take, like, these celebrity faculty your first year. The courses you have to apply to, I think a lot of it is discouraging for students who just, like, are happy they got in and want to experience as much as they can. Because, like, you can't get into certain courses or in study groups, like, all sorts of things. I think, like, yeah, a lot of that. I mean, I like smaller class sizes, but I think that also there's a balance between how exclusive can you make certain things.",139,20.40034,3.6371663,-1
132,MPP1,Speaker 13,False,1:06:03,3963,"Yeah, I think courses is sort of my main point.","Yeah, I think courses is sort of my main point.",10,20.729116,3.9841335,15
134,MPP1,Speaker 5,False,1:07:04,4024,Will we have a chance to explain anything?,Will we have a chance to explain anything?,8,17.975296,1.7445503,-1
136,MPP1,Speaker 5,False,1:07:08,4028,"Yeah. Yeah, because... No, okay. But you know what?","Yeah. Yeah, because... No, okay. But you know what?",9,16.842787,1.3021171,4
138,MPP1,Speaker 2,False,1:07:50,4070,"That is exactly what that is. Somebody will thank you again. I'm sorry, but there's a clear time.","That is exactly what that is. Somebody will thank you again. I'm sorry, but there's a clear time.",18,17.13133,0.41144723,4
139,MPP1,Speaker 12,False,1:07:56,4076,"I'm sorry, I'm sorry. I just, I'm sorry.","I'm sorry, I'm sorry. I just, I'm sorry.",8,16.518976,1.2651504,4
141,MPP1,Speaker 2,False,1:09:11,4151,Can you repeat what we're supposed to put on the index again?,Can you repeat what we're supposed to put on the index again?,12,17.679224,2.3114064,0
144,MCMPA,Speaker 6,False,16:30,990,"Julia? A description of the way I've experienced courses would be engaging, invested, sometimes almost like a performance, but in a good way. Okay. All","Julia? A description of the way I've experienced courses would be engaging, invested, sometimes almost like a performance, but in a good way. Okay. All",25,20.88884,3.457497,-1
146,MCMPA,Speaker 8,False,16:58,1018,"I mean, I think the professors are quite engaging as well. I think that oftentimes there's one or two people who take up student-wise the entirety of the class. In like 75 plus percent of my classes I've taken.","I mean, I think the professors are quite engaging as well. I think that oftentimes there's one or two people who take up student-wise the entirety of the class. In like 75 plus percent of my classes I've taken.",39,21.196384,1.8623002,2
150,MCMPA,Speaker 8,False,17:29,1049,I was just reiterating the engaging piece.,I was just reiterating the engaging piece.,7,18.832293,1.9876997,0
151,MCMPA,Speaker 6,False,17:31,1051,"Okay. The professors dominant or the students? Students. Specific students, yeah.","Okay. The professors dominant or the students? Students. Specific students, yeah.",11,21.354856,1.606367,2
152,MCMPA,Speaker 7,False,17:36,1056,"Okay. I would say they're different from each other, both in terms of the type of engagement, sometimes also the quality.","Okay. I would say they're different from each other, both in terms of the type of engagement, sometimes also the quality.",21,18.842472,1.7488704,0
154,MCMPA,Speaker 7,False,18:06,1086,"Yeah, not uniform. Not uniform.","Yeah, not uniform. Not uniform.",5,21.193974,2.0375519,2
156,MCMPA,Speaker 7,False,18:11,1091,"Yeah, and there is a very positive aspect of that, but there is also some negative aspects of that.","Yeah, and there is a very positive aspect of that, but there is also some negative aspects of that.",19,18.708982,2.2813194,0
158,MCMPA,Speaker 4,False,18:25,1105,Okay. So I may have a bias because I took very quant-heavy subjects in the first term. So for me it was overwhelming but very engaging as well. So and this semester seems lighter because I'm not taking quant-heavy subjects. It's a biased answer because of the subjects.,Okay. So I may have a bias because I took very quant-heavy subjects in the first term. So for me it was overwhelming but very engaging as well. So and this semester seems lighter because I'm not taking quant-heavy subjects. It's a biased answer because of the subjects.,48,21.228043,3.2360234,12
160,MCMPA,Speaker 4,False,19:11,1151,"I just felt the scope and the quality and the rigor is required for quant subjects. Hence, the time period of four months may not be sufficient because of the vastness of the scope. And especially because it's about practice in quant subjects, so that's something that kind of took away practical experience away from me. Also, I felt that the time given for quant between the final exams and when we finish off with our classes, that should be a little bit more for quant because that gives you time for prepping while you are also submitting and doing other"",""things, finishing off with the other things, which are non-quant heavy.","I just felt the scope and the quality and the rigor is required for quant subjects. Hence, the time period of four months may not be sufficient because of the vastness of the scope. And especially because it's about practice in quant subjects, so that's something that kind of took away practical experience away from me. Also, I felt that the time given for quant between the final exams and when we finish off with our classes, that should be a little bit more for quant because that gives you time for prepping while you are also submitting and doing other"",""things, finishing off with the other things, which are non-quant heavy.",111,21.516262,3.6471286,-1
162,MCMPA,Speaker 5,False,20:22,1222,"I would say generally very supportive. Pedagogy is truly unlike anything like other classes that I've been in in the past in my previous institutions and so it's kind of exploratory, experiential, there seems to be a lot of focus on that. And then I think varying degrees of accessibility depending on. Okay.","I would say generally very supportive. Pedagogy is truly unlike anything like other classes that I've been in in the past in my previous institutions and so it's kind of exploratory, experiential, there seems to be a lot of focus on that. And then I think varying degrees of accessibility depending on. Okay.",53,20.946932,2.4375076,12
164,MCMPA,Speaker 4,False,22:01,1321,"I think so the way of teaching is very different from what we have in [NAME]. So it's kind of more liberal and as you said democratic in terms of how the class is conducted. And I think the openness of thoughts is welcomed. what kind of encourages one person, one to kind of come out of his or her shell to expand the learning and the perspectives. So I think that I really appreciate that part of it. And it's not only just for me, because I also have my son with me here and he goes to [NAME] school. So I can see that actually starts at a very low level, I mean, in school and that kind of perculates upwards, not perculates downwards, but upwards. So I think I am appreciative of that system.","I think so the way of teaching is very different from what we have in . So it's kind of more liberal and as you said democratic in terms of how the class is conducted. And I think the openness of thoughts is welcomed. what kind of encourages one person, one to kind of come out of his or her shell to expand the learning and the perspectives. So I think that I really appreciate that part of it. And it's not only just for me, because I also have my son with me here and he goes to school. So I can see that actually starts at a very low level, I mean, in school and that kind of perculates upwards, not perculates downwards, but upwards. So I think I am appreciative of that system.",136,20.918858,2.1374543,12
166,MCMPA,Speaker 5,False,23:10,1390,"Yeah, 100%. I love it. I'm somebody who learns better when I'm going through and experiencing things as opposed to just being lectured at or just being taught at. And so I find, with a few exceptions, most of the courses that I was in last semester has some kind of incorporation of activity or, like, tactile or whatever. So I can name off [NAME], [NAME], and also [NAME] O'[NAME], amazing, amazing professors, who, and especially [NAME], who really tried, and [NAME], actually, all of them are great. But they really, I think, took the pedagogy of what it means to learn and reflected on it. And you can see it in the way that they teach their classes. And it really is why it's engaging. It's why I feel like I'm genuinely learning something every class. Yeah. And I'd say there are a few profs who still do the old school lecture at you and whatever. But I think that's just the nature of them.","Yeah, 100%. I love it. I'm somebody who learns better when I'm going through and experiencing things as opposed to just being lectured at or just being taught at. And so I find, with a few exceptions, most of the courses that I was in last semester has some kind of incorporation of activity or, like, tactile or whatever. So I can name off , , and also O', amazing, amazing professors, who, and especially , who really tried, and , actually, all of them are great. But they really, I think, took the pedagogy of what it means to learn and reflected on it. And you can see it in the way that they teach their classes. And it really is why it's engaging. It's why I feel like I'm genuinely learning something every class. Yeah. And I'd say there are a few profs who still do the old school lecture at you and whatever. But I think that's just the nature of them.",165,20.722649,2.2237146,12
168,MCMPA,Speaker 6,False,24:15:00,87300,"Yeah. So when I was referring to performative and I said in a good way, what I mean is that people aren't standing behind their knowledge or behind a PowerPoint or what you know and so it's a point I 100% agree and like any other I've been countless institutions and I've been saying this and starting here that there's the highest level of professionalism that I've seen in that in that way I feel like the people that I've been learning from are involved in the experience and they're invested in they're almost learning as they go also or they're so they're experts in their given fields but yet it's not presented in a way where they're standing on high or you know so I and I think the knowledge is kind of it's permeating the classroom rather than it being something that's you know said and sitting in the air and people aren't quite clear about what it is that they're learning and then they move on so I 100% agree I think it's been excellent. So I think MCFPAs have a very special","Yeah. So when I was referring to performative and I said in a good way, what I mean is that people aren't standing behind their knowledge or behind a PowerPoint or what you know and so it's a point I 100% agree and like any other I've been countless institutions and I've been saying this and starting here that there's the highest level of professionalism that I've seen in that in that way I feel like the people that I've been learning from are involved in the experience and they're invested in they're almost learning as they go also or they're so they're experts in their given fields but yet it's not presented in a way where they're standing on high or you know so I and I think the knowledge is kind of it's permeating the classroom rather than it being something that's you know said and sitting in the air and people aren't quite clear about what it is that they're learning and then they move on so I 100% agree I think it's been excellent. So I think MCFPAs have a very special",186,20.634508,2.3358936,12
170,MCMPA,Speaker 7,False,25:24:00,91440,"i i generally agree and and and share your perspective in that sense but i also feel that sometimes um i'm trying to to find like a more like that sometimes uh class discussions are like simulacra of discussion rather than actual discussion. Sometimes it's because there are, and maybe also it's a cultural thing, maybe not maybe, I think it's a cultural thing, setting too many rules to the extent for discussion, to the extent that it's clear what you're not allowed to say and what you're allowed to say. or I just found myself sometimes in the class subjects are so interesting, but I mean, probably, you know, there are a lot of, you know, reasons for that, and I don't put the blame, all the blame on the professors or the institution or the students. It's like a mix. But sometimes we like, there is a super interesting subject, But no one says anything, you know, substantial. And for me also, as an MCMP, and I know what kind of students I share the class with, with amazing experiences, I always found myself throughout this year having the most interesting discussions outside class, rather in class.","i i generally agree and and and share your perspective in that sense but i also feel that sometimes um i'm trying to to find like a more like that sometimes uh class discussions are like simulacra of discussion rather than actual discussion. Sometimes it's because there are, and maybe also it's a cultural thing, maybe not maybe, I think it's a cultural thing, setting too many rules to the extent for discussion, to the extent that it's clear what you're not allowed to say and what you're allowed to say. or I just found myself sometimes in the class subjects are so interesting, but I mean, probably, you know, there are a lot of, you know, reasons for that, and I don't put the blame, all the blame on the professors or the institution or the students. It's like a mix. But sometimes we like, there is a super interesting subject, But no one says anything, you know, substantial. And for me also, as an MCMP, and I know what kind of students I share the class with, with amazing experiences, I always found myself throughout this year having the most interesting discussions outside class, rather in class.",199,19.959366,0.6749015,13
171,MCMPA,Speaker 8,False,26:50:00,96600,"And to that point, yeah. Or sorry, were you done?","And to that point, yeah. Or sorry, were you done?",10,16.51772,0.9592247,4
173,MCMPA,Speaker 8,False,26:54:00,96840,"Like tons of experience. And I don't know if nobody knows anybody's experience or like never, like certainly, I mean, I don't think I've, maybe I have one class where they asked everyone's background or something like that. But I mean, there's people in the room with 20, 30 years experience. I mean, of course, I appreciate the professors that worked with 11 different presidents and walking through their examples are awesome. That's amazing. But like, we're on a subject, somebody's raising their hand. Again, it's kind of like the same person who raises their hand every single class. And they're talking about their little specific niche. When we read 150 pages on this totally different topic, and we're not talking about that topic or engaging with people who actually have experience in that topic. It's just the same people over and over again regurgitating the same things.","Like tons of experience. And I don't know if nobody knows anybody's experience or like never, like certainly, I mean, I don't think I've, maybe I have one class where they asked everyone's background or something like that. But I mean, there's people in the room with 20, 30 years experience. I mean, of course, I appreciate the professors that worked with 11 different presidents and walking through their examples are awesome. That's amazing. But like, we're on a subject, somebody's raising their hand. Again, it's kind of like the same person who raises their hand every single class. And they're talking about their little specific niche. When we read 150 pages on this totally different topic, and we're not talking about that topic or engaging with people who actually have experience in that topic. It's just the same people over and over again regurgitating the same things.",148,20.451134,2.2445133,12
177,MCMPA,Speaker 8,False,28:10:00,101400,"Well, yeah, I mean, yeah. But I don't think the professors are necessarily trying to shut down a student from speaking either. So allowing it to continue to go kind of takes away from it. I don't know. I guess the biggest thing is if we're reading 150 pages on a subject, I'd at least like to address the subject in that classroom. And there have been some professors I've taken that we don't even touch on the subject because we kind of go down these different pathways, I think, kind of to your point, [NAME].","Well, yeah, I mean, yeah. But I don't think the professors are necessarily trying to shut down a student from speaking either. So allowing it to continue to go kind of takes away from it. I don't know. I guess the biggest thing is if we're reading 150 pages on a subject, I'd at least like to address the subject in that classroom. And there have been some professors I've taken that we don't even touch on the subject because we kind of go down these different pathways, I think, kind of to your point, .",96,20.466223,1.0236101,13
181,MCMPA,Speaker 7,False,29:14:00,105240,"I think that the spoken rules always sound super reasonable and illegitimate. But behind those external rules, there are also, how can I say that, implied rules that everyone understands what they are, but no one mentions them.","I think that the spoken rules always sound super reasonable and illegitimate. But behind those external rules, there are also, how can I say that, implied rules that everyone understands what they are, but no one mentions them.",38,19.8944,-0.28879404,1
183,MCMPA,Speaker 7,False,29:34:00,106440,"And I do have to say that I think maybe when the class, that was my experience, when the class is smaller, so it becomes easier. Also, I can bring like another angle. I'm not, you know, [NAME] is not my first language. So for people like me, these kind of environments are more, I don't know if convenient is the right word, but we feel more safe in those kind of environments. Because there is sometimes, I think that there are many, many occasions where people that [NAME] is their first language, it's much more easier for them to control the situation than us. I also take this on me, but I truly, except from, you know, what I just said of, you know, like, that I think that in smaller groups it works better. I don't have a specific suggestion. I didn't ask for that, but, like, I will try to think or listen to others here. But yeah, it's something that bothers me because I know what kind of people we have here and how amazing they are. And like, sometimes I don't just, I don't feel it, you know, in class and for structural reasons.","And I do have to say that I think maybe when the class, that was my experience, when the class is smaller, so it becomes easier. Also, I can bring like another angle. I'm not, you know, is not my first language. So for people like me, these kind of environments are more, I don't know if convenient is the right word, but we feel more safe in those kind of environments. Because there is sometimes, I think that there are many, many occasions where people that is their first language, it's much more easier for them to control the situation than us. I also take this on me, but I truly, except from, you know, what I just said of, you know, like, that I think that in smaller groups it works better. I don't have a specific suggestion. I didn't ask for that, but, like, I will try to think or listen to others here. But yeah, it's something that bothers me because I know what kind of people we have here and how amazing they are. And like, sometimes I don't just, I don't feel it, you know, in class and for structural reasons.",197,20.53253,0.18283646,-1
185,MCMPA,Speaker 5,False,31:20:00,112800,"I actually have a point, and I'd be curious to hear your thoughts, because, like, and this isn't in my personal experience, but based on some friends who I've talked to last semester, the concept of cold calling, it seems to be prevalent in"",""some classes, not as much in others. or the way that you mark participation is by the way that you cold call or respond to cold calls. And I think that's what leads to some people just sort of like, vomiting what it is that they want to say. I personally think cold calling is like an outdated and like a lazy pedagogical tool because I think it only tests the surface of the things that you've actually interacted with. It doesn't allow the full transformational learning to happen. But I am very curious and like your responses either to cold calling or like if there's other things structurally that are causing some of these things or tangents in class. It could be anyone.","I actually have a point, and I'd be curious to hear your thoughts, because, like, and this isn't in my personal experience, but based on some friends who I've talked to last semester, the concept of cold calling, it seems to be prevalent in"",""some classes, not as much in others. or the way that you mark participation is by the way that you cold call or respond to cold calls. And I think that's what leads to some people just sort of like, vomiting what it is that they want to say. I personally think cold calling is like an outdated and like a lazy pedagogical tool because I think it only tests the surface of the things that you've actually interacted with. It doesn't allow the full transformational learning to happen. But I am very curious and like your responses either to cold calling or like if there's other things structurally that are causing some of these things or tangents in class. It could be anyone.",167,20.743137,-0.6033288,5
187,MCMPA,Speaker 8,False,35:09:00,126540,"Yeah, this is super typical based on, I mean, I'm surprised they got a response. Like if the assignment was on week two, the fact that they got a grade back by week five is surprising to me.","Yeah, this is super typical based on, I mean, I'm surprised they got a response. Like if the assignment was on week two, the fact that they got a grade back by week five is surprising to me.",38,22.475418,2.3591137,9
189,MCMPA,Speaker 8,False,35:23:00,127380,"Yeah, and then we're expected to submit reviews of the professors before we even get our grades back at the end of the semester as well. I mean, again, this is just me, but I think that this is very typical. And I don't want to place the blame solely on students, but the fact is there's not 68 students that are emailing for detailed feedback. I never once emailed for detailed feedback, but I just never got my grades back. and then we're expected to submit these course critiques, and then if we don't submit them, we get punished by waiting an extra month to get our grades. I had two classes last semester that I didn't get a single grade back the entire semester. I got A's in both the classes, but how am I supposed to critique if I get no feedback? So I don't know. This just relates to kind of what I felt last semester.","Yeah, and then we're expected to submit reviews of the professors before we even get our grades back at the end of the semester as well. I mean, again, this is just me, but I think that this is very typical. And I don't want to place the blame solely on students, but the fact is there's not 68 students that are emailing for detailed feedback. I never once emailed for detailed feedback, but I just never got my grades back. and then we're expected to submit these course critiques, and then if we don't submit them, we get punished by waiting an extra month to get our grades. I had two classes last semester that I didn't get a single grade back the entire semester. I got A's in both the classes, but how am I supposed to critique if I get no feedback? So I don't know. This just relates to kind of what I felt last semester.",160,22.805063,2.7038736,9
190,MCMPA,Speaker 4,False,36:18:00,130680,"All right. I haven't experienced this. I have experienced the first part of it, but not the latter. But I agree with him because there were many students who have complained about this, and it's typical of a few people, professors.","All right. I haven't experienced this. I have experienced the first part of it, but not the latter. But I agree with him because there were many students who have complained about this, and it's typical of a few people, professors.",41,21.4283,1.3641689,2
192,MCMPA,Speaker 6,False,36:43:00,132180,"I've had a very different experience as far as maybe not the timeline, but knowing that the instructor or professor will be reading every assignment and not a TA or somebody else, to me, I feel like I'm willing to wait that period so I get that full feedback. And I think thus far I've gotten very detailed feedback. I don't remember anything being vague. There was one final where I know the professor had a number of classes and so many students, but he wanted to read every one where he read the TA's feedback before his own, And then I think he was kind of, that was anchoring whatever it was that he was thinking, and that way it wasn't as much of a fan. And then when I know that instructors just read my paper or whatever it is that I write, and maybe it takes time. And then I don't look at how I do the feedback based on what it is as far as their feedback or my grade. So that hasn't been an issue for me as far as completing their assessments.","I've had a very different experience as far as maybe not the timeline, but knowing that the instructor or professor will be reading every assignment and not a TA or somebody else, to me, I feel like I'm willing to wait that period so I get that full feedback. And I think thus far I've gotten very detailed feedback. I don't remember anything being vague. There was one final where I know the professor had a number of classes and so many students, but he wanted to read every one where he read the TA's feedback before his own, And then I think he was kind of, that was anchoring whatever it was that he was thinking, and that way it wasn't as much of a fan. And then when I know that instructors just read my paper or whatever it is that I write, and maybe it takes time. And then I don't look at how I do the feedback based on what it is as far as their feedback or my grade. So that hasn't been an issue for me as far as completing their assessments.",188,22.750502,2.7382467,9
193,MCMPA,Speaker 4,False,37:38:00,135480,"Sorry, I'm just watching in again. on the TA part, again, I'm sorry, I'm getting other voices from outside this cohort, but then yes, there have been, I mean, we've had discussions amongst ourselves wherein people have spoken about TA's kind of giving remarks which may not qualify, but a few of them are also very good but there's a hindsight to it as well and there the feedback would be more credible to a student if it is actually coming from the professor especially if it's negative feedback so I think that's the acceptability of that feedback coming from a TA becomes less and less important and less beneficial to a student if it's not coming from a professor.","Sorry, I'm just watching in again. on the TA part, again, I'm sorry, I'm getting other voices from outside this cohort, but then yes, there have been, I mean, we've had discussions amongst ourselves wherein people have spoken about TA's kind of giving remarks which may not qualify, but a few of them are also very good but there's a hindsight to it as well and there the feedback would be more credible to a student if it is actually coming from the professor especially if it's negative feedback so I think that's the acceptability of that feedback coming from a TA becomes less and less important and less beneficial to a student if it's not coming from a professor.",120,23.103134,2.6756473,9
194,MCMPA,Speaker 6,False,38:34:00,138840,"And the vantage point is different, because the two times that's happened, it was actually something where it wasn't as helpful. It almost seemed like they were looking at it. I don't know. I'm not clear about why that is, but I felt like whatever the professor says, I'm willing to kind of, not that they're coming from on high, but more that they have an understanding of the class, the cohort, my dynamic, and it just felt different.","And the vantage point is different, because the two times that's happened, it was actually something where it wasn't as helpful. It almost seemed like they were looking at it. I don't know. I'm not clear about why that is, but I felt like whatever the professor says, I'm willing to kind of, not that they're coming from on high, but more that they have an understanding of the class, the cohort, my dynamic, and it just felt different.",79,21.220934,1.3413143,2
196,MCMPA,Speaker 5,False,39:09:00,140940,"How does HKS assess professors? Like, what are the incentives, I think, and what are the performance mechanisms? Because I can see instances where there are amazing professors, but probably there's competing priorities if I want to give, like, a benefit of the doubt. And there are sometimes probably professors who don't give feedback at all. And I don't know what classes you've had, but I've had friends who would tell me similar things. And so I don't know if it's either or, or if they're somehow tied together, you know, in terms of what's actually valued when you are a professor.","How does HKS assess professors? Like, what are the incentives, I think, and what are the performance mechanisms? Because I can see instances where there are amazing professors, but probably there's competing priorities if I want to give, like, a benefit of the doubt. And there are sometimes probably professors who don't give feedback at all. And I don't know what classes you've had, but I've had friends who would tell me similar things. And so I don't know if it's either or, or if they're somehow tied together, you know, in terms of what's actually valued when you are a professor.",102,21.60354,2.4888754,6
198,MCMPA,Speaker 4,False,39:57:00,143820,"I think just specific. In my case, it's been very specific to a few, not to everyone.","I think just specific. In my case, it's been very specific to a few, not to everyone.",17,18.773247,1.4024558,-1
199,MCMPA,Speaker 6,False,40:05:00,144300,I've never had anything where a professor responds that they can't offer something I'm asking for thus far.,I've never had anything where a professor responds that they can't offer something I'm asking for thus far.,18,22.157454,1.3220202,-1
200,MCMPA,Speaker 8,False,40:11:00,144660,"Yeah, my personal experience is that I always get great feedback when I get the feedback. It's just when I don't get the feedback, it's impossible for me to say, like, this is how I feel about the professor's course if I'm not getting feedback at all during the semester. So I think it's probably a mix of the two. It's probably certain professors that aren't, you know, not this exact scenario. And then maybe there's some sort of cultural thing. I'm not sure.","Yeah, my personal experience is that I always get great feedback when I get the feedback. It's just when I don't get the feedback, it's impossible for me to say, like, this is how I feel about the professor's course if I'm not getting feedback at all during the semester. So I think it's probably a mix of the two. It's probably certain professors that aren't, you know, not this exact scenario. And then maybe there's some sort of cultural thing. I'm not sure.",84,23.034105,2.639709,9
202,MCMPA,Speaker 9,False,40:42:00,146520,"I would differ from this because last semester we had a class with a very busy professor. Both [NAME] and I, we attended, but they were very considerate and kind. And if we had a point to ask, we could always ask them before the class or after the class. And they always made sure that they stayed back for even 10 minutes after class. So my experience with my professors here has been deeply inspiring. And I believe that when they were in class, no matter whatever priorities they had, they treated me, their students, as their top priority. And this is exceptional in the sense that in my previous college where I studied, although there were only two students in the class, tutorial, I was at [NAME], [NAME]. But the challenge in the tutorial system is when you engage with the students from other cultures and other ideas and schools of thoughts, you tend to learn more from them. And I totally agree with [NAME]'s point that you learn more outside the classroom than inside the classroom. So here, because we have big cohort, the experiences are so diverse and so rich. We always learn from each other. So to me, I would rate HKS as the best college I've ever attended. Much better than [NAME]. Of course, like I love [NAME] deeply. Yeah, but to rate it like I would rate HHS above and that is solely because of two reasons, my peers. No matter how busy they are, anyone, even if they have a job and TA ship, something else, I haven't seen a single peer, if I would pull them just listen to me for two minutes, they'd be like, yeah. Or like if I'm hurrying up like it happened with me and [NAME] that we never got an opportunity for a coffee chat, But if we are walking in the corridor, it's always a hug. With her, yeah.","I would differ from this because last semester we had a class with a very busy professor. Both and I, we attended, but they were very considerate and kind. And if we had a point to ask, we could always ask them before the class or after the class. And they always made sure that they stayed back for even 10 minutes after class. So my experience with my professors here has been deeply inspiring. And I believe that when they were in class, no matter whatever priorities they had, they treated me, their students, as their top priority. And this is exceptional in the sense that in my previous college where I studied, although there were only two students in the class, tutorial, I was at , . But the challenge in the tutorial system is when you engage with the students from other cultures and other ideas and schools of thoughts, you tend to learn more from them. And I totally agree with 's point that you learn more outside the classroom than inside the classroom. So here, because we have big cohort, the experiences are so diverse and so rich. We always learn from each other. So to me, I would rate HKS as the best college I've ever attended. Much better than . Of course, like I love deeply. Yeah, but to rate it like I would rate HHS above and that is solely because of two reasons, my peers. No matter how busy they are, anyone, even if they have a job and TA ship, something else, I haven't seen a single peer, if I would pull them just listen to me for two minutes, they'd be like, yeah. Or like if I'm hurrying up like it happened with me and that we never got an opportunity for a coffee chat, But if we are walking in the corridor, it's always a hug. With her, yeah.",321,21.11054,2.677634,6
203,MCMPA,Speaker 6,False,42:47:00,154020,"It's deeply enriching. And there's not this competitive thing going on. I don't know how that's made here. I don't know what's that. I'm still trying to figure it out. But any other place I've been, even if it's not designed to be competitive, it comes in in different places. And I find this to be extremely collaborative.","It's deeply enriching. And there's not this competitive thing going on. I don't know how that's made here. I don't know what's that. I'm still trying to figure it out. But any other place I've been, even if it's not designed to be competitive, it comes in in different places. And I find this to be extremely collaborative.",58,20.547071,1.6258552,-1
